# EXPÉRIENCES DUEL - ven. 27 mars 2026 11:25:28 CET
# Plateau: 10, Profondeurs: 3 6
# Stratégies: MinMaxStrategie AlphaBetaStrategie
# Heuristiques: FreeSpaceHeuristic VoronoiHeuristic
# Parties par config: 50


# CONFIG: P10_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,24,3
100,Match Nul,92,6
100,Equipe_2,128,8
100,Equipe_1,9,1
100,Equipe_1,29,3
100,Equipe_2,65,5
100,Equipe_1,51,4
100,Equipe_1,86,6
100,Match Nul,18,3
100,Equipe_1,18,2
100,Match Nul,116,7
100,Equipe_1,15,2
100,Equipe_1,7,2
100,Equipe_1,51,3
100,Equipe_1,33,3
100,Match Nul,39,3
100,Equipe_1,10,2
100,Equipe_2,58,8
100,Equipe_2,37,5
100,Match Nul,50,4
100,Equipe_1,13,2
